1.0, 0.5893202175148121, 0.19329965149451614, -4528.810810810811, 38.38359732733541, 0.0, 0.0, 0.0, 0.0
1.1, 0.23511393324843138, 0.03209693390654023, -4508.596596596597, 26.66870165712056, 0.0, 0.0, 0.0, 0.0
1.2, 0.40318152208486985, 0.0365950439854025, -4460.458458458458, 38.09794586989608, 0.0, 0.0, 0.0, 0.0
1.3, 0.4637176499253961, 0.04315089076911236, -4401.217217217217, 44.2629311154921, 0.0, 0.0, 0.0, 0.0
1.4, 0.6945228605860668, 0.062438405250567305, -4416.386386386386, 58.33662671831246, 0.0, 0.0, 0.0, 0.0
1.5, 0.861823907413141, 0.08449034832301454, -4441.505505505505, 69.62585352581983, 0.0, 0.0, 0.0, 0.0
1.6, 1.0770598012927841, 0.08849249180701764, -4429.655655655655, 83.02519333475725, 0.0, 0.0, 0.0, 0.0
1.7, 1.0019089496928582, 0.10156818045892699, -4368.852852852853, 85.08109168041334, 0.0, 0.0, 0.0, 0.0
1.8, 1.204126857984172, 0.10206798101531374, -4250.286286286287, 98.759442837998, 0.0, 0.0, 0.0, 0.0
1.9, 1.1633220822829269, 0.09805703136106347, -4161.261261261261, 102.46453919577941, 0.0, 0.0, 0.0, 0.0
2.0, 1.3767745330916503, 0.11615508238585537, -3980.7867867867867, 117.33603594342406, 0.0, 0.0, 0.0, 0.0
2.1, 1.6774048402120918, 0.1802080819590604, -3670.994994994995, 135.99039805566537, 0.0, 0.0, 0.0, 0.0
2.2, 1.9710019648285184, 0.18851524976118217, -3428.292292292292, 154.43161520370458, 0.0, 0.0, 0.0, 0.0
2.3, 1.8638888306723247, 0.19906032459231848, -3138.876876876877, 157.00296107284566, 0.0, 0.0, 0.0, 0.0
2.4, 1.6787686891651965, 0.14833416588860038, -2898.386386386386, 155.48076769806235, 0.0, 0.0, 0.0, 0.0
2.5, 1.2855301998294588, 0.12834096275773801, -2680.3703703703704, 141.726530234587, 0.0, 0.0, 0.0, 0.0
2.6, 1.2483717825305567, 0.11172954293983804, -2504.6346346346345, 145.24972676313854, 0.0, 0.0, 0.0, 0.0
2.7, 1.0081067772446939, 0.09906793705434894, -2331.325325325325, 135.54610291441267, 0.0, 0.0, 0.0, 0.0
2.8, 0.9406612720869838, 0.08708526615354906, -2213.647647647648, 135.78277111955288, 0.0, 0.0, 0.0, 0.0
2.9, 0.8541291539051726, 0.08965716058062419, -2087.289289289289, 134.0077067218757, 0.0, 0.0, 0.0, 0.0
